City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
339,Airai,-8.9266,125.4092,75.69,51,96,3.91,TL,overcast clouds
340,Liverpool,53.4106,-2.9779,52.7,83,20,10.36,GB,few clouds
341,Asfi,32.2994,-9.2372,67.42,82,0,7.56,MA,clear sky
342,Djambala,-2.5447,14.7533,68.58,91,99,3.67,CG,light rain
343,Si Satchanalai,17.5169,99.7598,83.98,80,68,1.3,TH,broken clouds
344,Vostok,46.4856,135.8833,38.12,40,66,13.09,RU,broken clouds
345,La Rioja,42.25,-2.5,46.18,96,0,2.66,ES,clear sky
346,Teacapan,22.55,-105.75,79.65,77,72,7.25,MX,broken clouds
347,Nenjiang,49.1833,125.2167,45.09,25,0,7.85,CN,clear sky
348,Petauke,-14.2426,31.3253,65.28,32,5,4.54,ZM,clear sky
349,Shalya,57.2471,58.7298,43.16,83,100,5.86,RU,overcast clouds
350,Denpasar,-8.65,115.2167,82.06,78,75,8.05,ID,broken clouds
351,Guerrero Negro,27.9769,-114.0611,70.18,80,0,12.06,MX,clear sky
352,Batagay,67.6333,134.6333,24.01,88,100,5.41,RU,light snow
353,San Cristobal,7.7669,-72.225,69.98,97,100,2.55,VE,overcast clouds
354,Luangwa,-15.6167,30.4167,71.67,45,0,2.77,ZM,clear sky
355,Nueve De Julio,-35.4444,-60.8831,55.96,92,99,5.99,AR,moderate rain
356,Lampazos De Naranjo,27.0167,-100.5167,76.71,54,64,5.64,MX,broken clouds
357,Islampur,26.2667,88.2,75.74,93,100,3.83,IN,overcast clouds
358,Poum,-20.2333,164.0167,75.25,59,97,7.43,NC,overcast clouds
359,Luba,3.4568,8.5547,75.09,86,100,5.32,GQ,light rain
360,Nuuk,64.1835,-51.7216,34.41,86,100,4.61,GL,overcast clouds
361,Altay,47.8667,88.1167,44.85,35,6,3.02,CN,clear sky
362,Kruisfontein,-34.0033,24.7314,49.89,92,1,6.02,ZA,clear sky
363,Henderson,36.0397,-114.9819,85.89,19,0,8.05,US,clear sky
364,Buchanan,5.8808,-10.0467,75.83,88,88,3.11,LR,overcast clouds
365,Zhanaozen,43.3,52.8,56.91,18,11,12.28,KZ,few clouds
366,Okhotsk,59.3833,143.3,34.61,41,100,11.48,RU,overcast clouds
367,Ano Kastritsion,38.2667,21.8333,56.25,48,2,7.05,GR,clear sky
368,Hillsboro,45.5229,-122.9898,64.08,80,0,5.75,US,clear sky
369,Itoman,26.1247,127.6694,86.4,72,40,14.97,JP,scattered clouds
370,Talnakh,69.4865,88.3972,31.21,95,100,4.68,RU,overcast clouds
371,Monrovia,6.3005,-10.7969,76.42,87,100,4.59,LR,overcast clouds
372,Anchorage,61.2181,-149.9003,57.65,74,100,3.44,US,overcast clouds
373,Teya,60.3778,92.6267,34.12,87,95,5.37,RU,overcast clouds
374,Hornepayne,49.2138,-84.7705,51.37,98,100,3.38,CA,overcast clouds
375,Abu Dhabi,24.4667,54.3667,84.96,87,40,9.22,AE,haze
376,Boa Vista,2.8197,-60.6733,78.78,73,75,8.05,BR,light rain
377,Gornozavodsk,58.3758,58.3211,42.17,78,100,4.32,RU,light rain
378,Ulaangom,49.9811,92.0667,43.54,35,96,2.64,MN,overcast clouds
379,Montrose,38.4166,-108.2673,53.01,46,11,4.25,US,few clouds
380,Niimi,34.9833,133.4667,64.8,82,100,2.86,JP,overcast clouds
381,Krapina,46.1608,15.8789,55.15,90,79,1.77,HR,broken clouds
382,Bathsheba,13.2167,-59.5167,83.01,78,75,13.8,BB,broken clouds
383,Dingle,10.9995,122.6711,86.58,71,60,10.85,PH,broken clouds
384,Kirensk,57.7853,108.1119,34.36,54,97,5.35,RU,overcast clouds
385,Marsh Harbour,26.5412,-77.0636,79.3,65,74,10.96,BS,broken clouds
386,Kalengwa,-13.4659,25.0027,59.95,25,10,5.39,ZM,clear sky
387,Cidreira,-30.1811,-50.2056,63.52,84,100,21.85,BR,overcast clouds
388,Hamois,50.3348,5.1512,51.35,91,24,6.67,BE,few clouds
389,Geraldton,-28.7667,114.6,66.61,37,75,14.97,AU,broken clouds
390,Berdigestyakh,62.0989,126.6992,29.66,87,100,7.49,RU,light snow
391,Beira,-19.8436,34.8389,71.69,100,75,4.61,MZ,mist
392,Coronado,32.6859,-117.1831,71.26,89,100,6.91,US,mist
393,Constitucion,-35.3333,-72.4167,48.69,88,67,6.4,CL,broken clouds
394,Oksfjord,70.2396,22.3479,46.58,96,100,12.24,NO,overcast clouds
395,Wencheng,33.0559,113.7978,47.46,94,100,6.55,CN,light rain
396,Kedainiai,55.2883,23.9747,48.67,90,1,8.77,LT,clear sky
397,Kaitong,44.8135,123.15,47.71,24,75,8.46,CN,broken clouds
398,Muros,42.7762,-9.0603,64.09,82,46,13.27,ES,scattered clouds
399,Gat,31.61,34.7642,72.39,100,3,3.8,IL,clear sky
400,Basco,20.4487,121.9702,82.72,78,26,16.89,PH,scattered clouds
401,Slave Lake,55.2834,-114.769,44.58,76,100,8.05,CA,overcast clouds
402,Dakar,14.6937,-17.4441,82.53,89,75,11.5,SN,broken clouds
403,Chamalieres,45.7756,3.0631,54.32,88,75,1.14,FR,broken clouds
404,Ust-Ishim,57.6935,71.1665,43.7,60,100,2.98,RU,overcast clouds
405,Klaksvik,62.2266,-6.589,49.12,81,83,25.32,FO,broken clouds
406,Tilichiki,60.4667,166.1,37.87,71,70,29.8,RU,broken clouds
407,Alamogordo,32.8995,-105.9603,63.41,80,100,5.75,US,overcast clouds
408,Eskil,38.4017,33.4131,54.99,73,47,12.55,TR,scattered clouds
409,Comodoro Rivadavia,-45.8667,-67.5,55.26,41,0,14.97,AR,clear sky
410,Carutapera,-1.195,-46.02,78.78,78,0,9.51,BR,clear sky
411,Cayenne,4.9333,-52.3333,75.24,94,0,0.0,GF,clear sky
412,Deputatskiy,69.3,139.9,13.57,90,100,7.14,RU,overcast clouds
413,Twin Falls,42.3505,-114.6445,58.89,50,0,6.91,US,clear sky
414,Vardo,70.3705,31.1107,44.58,87,100,16.11,NO,overcast clouds
415,Saint-Joseph,-21.3667,55.6167,68.38,73,17,10.94,RE,few clouds
416,Christchurch,-43.5333,172.6333,48.47,48,75,23.02,NZ,broken clouds
417,Sola,-13.8833,167.55,75.87,94,100,2.3,VU,heavy intensity rain
418,Biak,-0.9131,122.8766,84.38,64,100,1.77,ID,overcast clouds
419,Austin,30.2672,-97.7431,79.52,46,0,8.99,US,clear sky
420,Olga,43.7444,135.2892,50.79,27,3,7.94,RU,clear sky
421,Okha,53.5739,142.9478,37.49,68,97,20.04,RU,light rain
422,Alice Springs,-23.7,133.8833,92.75,40,40,19.57,AU,scattered clouds
423,Omaruru,-21.4333,15.9333,67.12,21,0,7.85,NA,clear sky
424,Ahipara,-35.1667,173.1667,55.49,53,84,18.68,NZ,broken clouds
425,Rio Gallegos,-51.6226,-69.2181,44.65,53,0,11.5,AR,clear sky
426,Vilhena,-12.7406,-60.1458,69.01,92,12,3.8,BR,few clouds
427,Alakurtti,66.9672,30.3491,43.14,95,100,11.52,RU,overcast clouds
428,Zhigansk,66.7697,123.3711,25.3,78,100,26.49,RU,overcast clouds
429,Savinskiy,62.9342,40.1361,44.42,98,87,3.62,RU,overcast clouds
430,Maniitsoq,65.4167,-52.9,32.59,69,93,12.35,GL,overcast clouds
431,Khani,41.9563,42.9566,53.17,99,100,2.37,GE,overcast clouds
432,Teeli,51.0333,90.2333,42.64,44,100,3.29,RU,overcast clouds
433,Salamanca,40.8333,-6.0,60.62,55,22,6.13,ES,few clouds
434,Grand Gaube,-20.0064,57.6608,74.37,69,6,8.01,MU,clear sky
435,Lohkva,58.3721,26.7943,53.73,85,100,10.36,EE,overcast clouds
436,Kulhudhuffushi,6.6221,73.07,81.32,78,100,17.76,MV,overcast clouds
437,Sioux Lookout,50.1001,-91.917,46.47,93,75,8.05,CA,broken clouds
438,Kurilsk,45.2333,147.8833,47.98,65,100,17.13,RU,overcast clouds
439,Morondava,-20.2833,44.2833,74.35,84,37,6.53,MG,scattered clouds
440,Zuwarah,32.9312,12.082,72.64,64,7,13.02,LY,clear sky
441,Aswan,24.0934,32.907,83.5,32,0,4.61,EG,clear sky
442,Gao,16.6362,1.637,87.48,16,77,6.53,ML,broken clouds
443,Lasa,46.6166,10.7002,56.28,80,7,4.56,IT,clear sky
444,Disna,55.568,28.1971,45.1,95,31,7.18,BY,scattered clouds
445,Newark,40.7357,-74.1724,60.26,90,40,3.44,US,scattered clouds
446,Nieuw Amsterdam,5.8833,-55.0833,79.02,89,11,9.53,SR,few clouds
447,Alyangula,-13.8483,136.4192,86.85,60,54,7.85,AU,broken clouds
448,Belyy Yar,53.6039,91.3903,40.89,75,40,4.47,RU,scattered clouds
449,Maryville,35.7565,-83.9705,58.86,67,0,3.44,US,clear sky
450,Molina,-35.1167,-71.2833,52.38,71,100,0.0,CL,overcast clouds
451,Yalutorovsk,56.6536,66.3006,47.8,46,100,6.6,RU,overcast clouds
452,Xining,36.6167,101.7667,44.89,76,100,3.76,CN,overcast clouds
453,Wadi Maliz,36.4681,8.5495,62.26,74,0,1.43,TN,clear sky
454,Warrnambool,-38.3833,142.4833,62.58,79,99,13.67,AU,overcast clouds
455,Reichenau,50.9075,14.9563,55.87,90,95,7.18,PL,overcast clouds
456,Kamaishi,39.2667,141.8833,57.52,54,100,2.08,JP,overcast clouds
457,Arroyo,41.6096,-4.7969,56.59,82,40,17.27,ES,scattered clouds
458,Umm Lajj,25.0213,37.2685,83.59,55,0,10.56,SA,clear sky
459,Rocha,-34.4833,-54.3333,54.99,93,100,8.99,UY,overcast clouds
460,Nemuro,43.3236,145.575,52.54,55,100,18.34,JP,overcast clouds
461,Awbari,26.5921,12.7805,68.29,44,0,8.99,LY,clear sky
462,Sur,22.5667,59.5289,83.5,52,0,3.51,OM,clear sky
463,Turinskaya Sloboda,57.6232,64.3858,45.81,54,100,5.08,RU,overcast clouds
464,Salinas,36.6777,-121.6555,66.99,85,100,6.91,US,mist
465,Neos Marmaras,40.1,23.7833,63.54,54,6,8.32,GR,clear sky
466,Saint-Gilles,43.6766,4.4302,59.14,94,40,2.3,FR,fog
467,Gamba,-2.65,10.0,75.42,89,99,8.59,GA,light rain
468,Bambanglipuro,-7.95,110.2833,79.65,77,100,11.95,ID,overcast clouds
469,Severo-Kurilsk,50.6789,156.125,47.23,52,24,11.14,RU,few clouds
470,Shitanjing,39.2342,106.3439,51.94,44,55,19.33,CN,broken clouds
471,Chase,50.8165,-119.6857,65.16,56,51,1.88,CA,broken clouds
472,Ponta Delgada,37.7333,-25.6667,70.5,88,40,8.05,PT,scattered clouds
473,Maarianhamina,60.0973,19.9348,57.06,88,75,20.71,AX,broken clouds
474,Mazara Del Vallo,37.6641,12.588,65.93,73,18,0.25,IT,few clouds
475,Essenbach,48.6167,12.2167,55.96,68,81,6.73,DE,broken clouds
476,Camacha,33.0833,-16.3333,67.42,78,40,14.97,PT,scattered clouds
477,Amara,31.8406,47.1396,83.16,14,0,3.36,IQ,clear sky
478,Catamarca,-28.4696,-65.7852,56.59,95,99,4.0,AR,overcast clouds
479,Henties Bay,-22.116,14.2845,54.84,89,70,10.27,NA,broken clouds
480,Leon,21.1167,-101.6667,57.25,90,100,2.91,MX,overcast clouds
481,Oktyabrskoye,43.0645,44.7417,53.74,88,100,6.71,RU,light intensity drizzle
482,Nouakchott,18.0858,-15.9785,89.53,67,85,3.94,MR,overcast clouds
483,Vestmanna,62.1564,-7.1664,47.32,76,75,13.8,FO,light rain
484,La Ronge,55.1001,-105.2842,35.85,60,20,9.22,CA,few clouds
485,Esil,51.9556,66.4042,48.67,33,99,7.87,KZ,overcast clouds
486,Taksimo,56.3444,114.8794,31.91,46,61,3.06,RU,broken clouds
487,Walvis Bay,-22.9575,14.5053,54.55,87,100,8.05,NA,overcast clouds
488,Chabahar,25.2919,60.643,81.01,72,0,4.63,IR,clear sky
489,Tura,25.5198,90.2201,77.29,92,58,3.87,IN,broken clouds
490,Hovd,48.0056,91.6419,47.55,20,75,2.26,MN,broken clouds
491,Qasigiannguit,68.8193,-51.1922,26.85,81,99,3.76,GL,overcast clouds
492,Anadyr,64.75,177.4833,34.3,100,75,31.32,RU,broken clouds
493,Troitskoye,52.9821,84.6757,38.21,96,100,7.67,RU,moderate rain
494,Ukiah,39.1502,-123.2078,73.29,61,0,0.0,US,clear sky
495,Paamiut,61.994,-49.6678,36.68,77,71,8.48,GL,broken clouds
496,Otane,-39.8833,176.6333,45.01,65,85,12.48,NZ,overcast clouds
497,Tuatapere,-46.1333,167.6833,46.15,69,97,14.97,NZ,overcast clouds
498,Gubkinskiy,64.434,76.5026,33.96,81,70,4.97,RU,broken clouds
499,Laem Sing,12.4816,102.0738,84.54,86,100,5.28,TH,overcast clouds
500,Tigzirt,36.8886,4.1198,69.15,69,21,4.61,DZ,few clouds
501,Vila Franca Do Campo,37.7167,-25.4333,70.2,86,96,10.94,PT,overcast clouds
502,Tapiramuta,-11.8472,-40.7914,62.56,91,56,4.34,BR,broken clouds
503,Valdivia,-39.8142,-73.2459,50.09,99,100,8.23,CL,overcast clouds
504,Udachnyy,66.4167,112.4,21.45,85,95,12.19,RU,overcast clouds
505,Portland,45.5234,-122.6762,64.63,81,0,4.61,US,clear sky
506,Rincon,32.296,-81.2354,67.86,88,20,3.44,US,few clouds
507,Akcakoca,41.0866,31.1162,57.0,82,63,5.39,TR,broken clouds
508,Dubai,25.2582,55.3047,84.13,79,20,5.75,AE,haze
509,Formosa,-26.1775,-58.1781,67.98,100,0,11.5,AR,clear sky
510,Novobeysugskaya,45.472,39.8861,50.2,78,0,3.13,RU,clear sky
511,Payo,-3.7508,103.6372,82.44,74,90,0.98,ID,overcast clouds
512,Lermontovka,47.1453,134.3383,46.2,34,5,12.33,RU,clear sky
513,Diffa,13.3154,12.6113,83.75,51,97,6.15,NE,overcast clouds
514,Atambua,-9.1061,124.8925,85.39,56,96,2.8,ID,overcast clouds
515,Prozor,43.8222,17.6092,49.44,38,100,0.25,BA,overcast clouds
516,Ucluelet,48.9329,-125.5528,58.08,90,93,7.02,CA,overcast clouds
517,Mayo,38.8876,-76.5119,59.18,94,100,0.0,US,overcast clouds
518,Lola,7.8,-8.5333,67.08,98,97,2.04,GN,overcast clouds
519,Tabas,33.5959,56.9244,71.92,19,0,1.32,IR,clear sky
520,Ketchikan,55.3422,-131.6461,57.67,100,100,4.61,US,overcast clouds
521,Mezen,65.8522,44.24,44.2,96,100,4.92,RU,overcast clouds
522,Gushikawa,26.3544,127.8686,85.62,69,40,9.22,JP,scattered clouds
523,Herat,34.5,62.0,54.05,16,0,11.45,AF,clear sky
524,College,64.8569,-147.8028,43.81,73,75,0.0,US,broken clouds
525,Tres Arroyos,-38.3739,-60.2798,54.77,66,100,4.05,AR,overcast clouds
526,Nelson Bay,-32.7167,152.15,68.05,79,100,12.5,AU,overcast clouds
527,Uarini,-2.99,-65.1083,78.48,70,11,0.92,BR,few clouds
528,Puerto Baquerizo Moreno,-0.9,-89.6,67.24,87,79,11.5,EC,broken clouds
529,Madimba,-10.4,40.3333,70.34,86,28,3.42,TZ,scattered clouds
530,Kutum,14.2,24.6667,75.52,33,29,3.8,SD,scattered clouds
531,Nsanje,-16.92,35.262,71.78,74,0,3.94,MW,clear sky
532,Wajir,1.7471,40.0573,73.71,82,38,12.39,KE,scattered clouds
533,Songjianghe,42.1859,127.479,45.84,32,100,2.8,CN,overcast clouds
534,Rio Verde De Mato Grosso,-18.9181,-54.8442,79.43,62,75,7.0,BR,broken clouds
535,Korla,41.7597,86.1469,59.09,28,55,5.01,CN,broken clouds
536,Charters Towers,-20.1,146.2667,87.48,38,7,9.51,AU,clear sky
537,Evora,38.5667,-7.9,63.72,52,0,5.73,PT,clear sky
538,Ekhabi,53.5102,142.9671,37.38,66,96,19.19,RU,light rain
539,Gizo,-8.103,156.8419,85.71,59,88,9.48,SB,overcast clouds
540,Likasi,-10.9814,26.7333,60.87,26,99,3.51,CD,overcast clouds
541,Thinadhoo,0.5333,72.9333,82.58,75,78,18.79,MV,broken clouds
542,Baykit,61.67,96.37,34.81,82,79,3.74,RU,broken clouds
543,Chapleau,47.8405,-83.4034,54.59,81,97,5.82,CA,light rain
544,Hobyo,5.3505,48.5268,76.8,87,46,15.48,SO,scattered clouds
545,Asau,46.4333,26.4,43.72,78,100,5.93,RO,overcast clouds
546,Kapuskasing,49.4169,-82.4331,48.2,93,100,8.05,CA,mist
547,Formiga,-20.4644,-45.4264,68.86,59,17,3.4,BR,few clouds
548,Lewisville,33.0462,-96.9942,77.59,44,0,6.91,US,clear sky
549,Lityn,49.3251,28.0809,47.53,66,100,6.91,UA,overcast clouds
550,Araouane,18.9048,-3.5265,92.19,21,20,5.61,ML,few clouds
551,Belaya Gora,68.5333,146.4167,23.72,74,100,15.59,RU,overcast clouds
552,Sterling,39.0062,-77.4286,60.58,89,0,3.44,US,clear sky
553,Viedma,-40.8135,-62.9967,57.02,66,0,19.46,AR,clear sky
554,Rio Grande,-32.035,-52.0986,61.3,82,100,19.33,BR,overcast clouds
555,Hammerfest,70.6634,23.6821,43.25,75,75,9.22,NO,broken clouds
556,Yar-Sale,66.8333,70.8333,33.82,86,97,12.35,RU,overcast clouds
557,Bara,10.3744,10.7288,74.97,82,87,1.01,NG,overcast clouds
558,Morant Bay,17.8815,-76.4093,82.02,84,29,7.85,JM,scattered clouds
559,Teshie,5.5836,-0.1072,77.56,88,75,9.22,GH,broken clouds
560,Klyuchi,52.2667,79.1667,49.95,64,100,9.01,RU,overcast clouds
561,Zverinogolovskoye,54.4586,64.8542,46.81,30,100,8.55,RU,overcast clouds
562,Lunel,43.6778,4.1361,58.91,100,3,2.3,FR,mist
563,Kangaatsiaq,68.3065,-53.4641,28.98,77,91,6.85,GL,overcast clouds
564,Samarai,-10.6167,150.6667,83.21,75,58,9.55,PG,broken clouds
565,Jiwani,25.05,61.7417,80.24,75,0,4.03,PK,clear sky
566,Obidos,-1.9175,-55.5181,80.24,54,3,4.38,BR,clear sky
567,Darlawn,24.0167,92.9,73.0,69,63,0.74,IN,broken clouds
568,Amazar,53.858,120.875,38.59,32,46,3.89,RU,scattered clouds
569,Ha Tinh,18.3333,105.9,83.16,75,61,2.75,VN,broken clouds
570,Tazovskiy,67.4667,78.7,32.22,88,95,3.38,RU,overcast clouds
571,Chardara,41.2547,67.9692,54.27,31,0,4.68,KZ,clear sky
572,Lamar,33.6668,-95.5836,69.71,46,0,3.44,US,clear sky
573,Uruzgan,32.8333,66.0,61.88,10,0,7.34,AF,clear sky
574,Westport,41.1415,-73.3579,62.15,88,75,4.0,US,broken clouds
575,Tucurui,-3.7661,-49.6725,79.65,59,19,4.99,BR,few clouds
576,Valparaiso,-33.0393,-71.6273,53.24,71,20,3.44,CL,few clouds
577,Gijon,43.5357,-5.6615,63.0,96,100,15.01,ES,overcast clouds
578,Bang Saphan,11.2126,99.5117,81.75,81,100,6.46,TH,light rain
579,Lamu,-2.2717,40.902,75.42,83,21,12.73,KE,few clouds
580,Saint-Georges,12.0564,-61.7485,74.88,100,40,11.5,GD,scattered clouds
581,Pangody,65.85,74.4859,34.74,78,48,10.76,RU,scattered clouds
582,Wukari,7.85,9.7833,73.18,95,100,6.22,NG,overcast clouds
583,Elk City,35.412,-99.4043,68.22,49,75,6.91,US,broken clouds
584,Santa Cruz De La Palma,28.6835,-17.7642,74.14,78,75,13.8,ES,broken clouds
585,Iralaya,15.0,-83.2333,78.85,86,100,8.03,HN,overcast clouds
586,Meulaboh,4.1363,96.1285,81.28,75,79,3.04,ID,broken clouds
587,Brufut,13.3814,-16.7518,78.89,94,40,0.0,GM,scattered clouds
588,Mago,53.2514,140.1822,39.31,50,100,13.09,RU,light rain
589,Kiunga,-6.1219,141.2906,83.7,81,100,3.11,PG,overcast clouds
590,Tateyama,34.9833,139.8667,59.09,86,100,24.45,JP,overcast clouds
591,Bonthe,7.5264,-12.505,76.82,88,100,2.51,SL,overcast clouds
592,Cukai,4.25,103.4167,84.15,64,94,6.2,MY,overcast clouds
593,Ambilobe,-13.2,49.05,67.39,74,5,3.22,MG,clear sky
594,Klenovyy,48.1193,39.4588,44.58,77,89,5.68,UA,overcast clouds
595,Ulety,51.3572,112.4849,38.7,36,12,5.84,RU,few clouds
596,Monteagudo,-19.8167,-63.9833,67.66,72,1,4.05,BO,clear sky
597,Sun Valley,39.5963,-119.776,70.81,25,0,4.61,US,clear sky
598,Vallenar,-28.5708,-70.7581,56.19,60,0,5.32,CL,clear sky
599,Narsipatnam,17.6667,82.6167,78.48,91,100,5.44,IN,overcast clouds
600,Lososina,48.9975,140.3106,47.16,33,52,15.28,RU,broken clouds
601,Lahaina,20.8783,-156.6825,84.2,91,27,9.1,US,scattered clouds
602,Bay Roberts,47.5999,-53.2648,49.51,95,100,5.82,CA,overcast clouds
603,Santa Isabel Do Rio Negro,-0.4139,-65.0192,75.18,85,40,2.48,BR,scattered clouds
604,Arinos,-15.9169,-46.1056,75.34,63,68,2.62,BR,broken clouds
605,Uspenskaya,45.7645,41.067,52.2,69,0,4.68,RU,clear sky
606,Cerrito,6.8432,-72.694,52.3,93,88,0.49,CO,overcast clouds
607,Sokoni,-6.4333,39.55,75.72,75,5,9.66,TZ,clear sky
608,Tazmalt,36.3868,4.3989,65.64,72,21,3.22,DZ,few clouds
609,Birigui,-21.2886,-50.34,71.71,83,0,11.5,BR,clear sky
610,Inhambane,-23.865,35.3833,75.18,94,40,8.05,MZ,scattered clouds
611,Leh,34.1667,77.5833,46.99,41,0,5.46,IN,clear sky
612,Dapdap,12.062,125.4881,83.86,78,43,7.0,PH,light rain
613,Nurota,40.5614,65.6886,55.47,24,0,11.43,UZ,clear sky
614,Killybegs,54.6333,-8.45,55.27,84,94,23.78,IE,overcast clouds
615,Ganzhou,28.8184,115.4327,61.63,76,100,6.93,CN,overcast clouds
616,Garowe,8.4054,48.4845,76.24,66,62,16.46,SO,broken clouds
617,Moron,-34.6534,-58.6198,63.0,85,100,3.85,AR,overcast clouds
618,Kamyshevatskaya,46.4132,37.9563,56.75,64,99,8.39,RU,overcast clouds
619,Kattivakkam,13.2167,80.3167,77.09,71,99,14.36,IN,light rain
620,Vanavara,60.34,102.2797,36.07,72,84,2.46,RU,broken clouds
621,Abha,18.2164,42.5053,67.82,22,40,6.91,SA,scattered clouds
622,Jiblah,13.9216,44.1467,65.17,49,34,3.15,YE,scattered clouds
623,Batavia,41.85,-88.3126,64.9,59,20,3.44,US,few clouds
624,Jishou,28.3167,109.7167,52.09,77,100,6.26,CN,overcast clouds
625,Krasnoselkup,65.7,82.4667,34.23,84,100,4.05,RU,overcast clouds
626,Luderitz,-26.6481,15.1594,53.64,75,14,16.55,NA,few clouds
627,General Roca,-39.0333,-67.5833,60.62,42,54,18.39,AR,light rain
628,Fall River,41.7015,-71.1551,59.11,85,100,10.36,US,overcast clouds
629,Shellbrook,53.2168,-106.4011,31.23,48,100,7.07,CA,overcast clouds
630,Zyryanka,65.75,150.85,21.24,87,100,27.09,RU,light snow
631,Broome,42.2506,-75.833,52.68,77,0,5.75,US,clear sky
632,Tecoanapa,16.5167,-98.75,77.9,86,6,4.81,MX,clear sky
633,Adrar,20.5022,-10.0711,85.8,16,2,10.94,MR,clear sky
634,Bowen,-20.0167,148.2333,78.33,68,11,17.52,AU,few clouds
635,Sabalgarh,26.25,77.4,79.03,77,97,7.2,IN,overcast clouds
636,Shakhtinsk,49.71,72.5872,53.55,37,74,3.47,KZ,broken clouds
637,Pangnirtung,66.1451,-65.7125,30.65,92,100,2.75,CA,light snow
638,Egvekinot,66.3167,-179.1667,35.74,99,100,18.32,RU,moderate rain
639,Princeton,25.5384,-80.4089,79.02,78,100,5.75,US,overcast clouds
640,Sistranda,63.7256,8.834,48.16,68,75,23.11,NO,light rain
641,Pechenga,69.5259,31.1703,44.83,84,58,21.36,RU,broken clouds
642,Buy,58.4786,41.53,43.74,96,100,4.61,RU,overcast clouds
643,Bundu,23.1833,85.5833,79.02,81,77,6.06,IN,broken clouds
644,Shimoda,34.6667,138.95,59.36,93,100,16.91,JP,light rain
645,Solenzo,12.1833,-4.0833,76.91,73,8,6.02,BF,clear sky
646,Poltavka,54.3663,71.7632,49.57,36,100,6.82,RU,overcast clouds
647,Finnsnes,69.2296,17.9811,44.76,95,100,5.77,NO,light rain
648,Lander,42.833,-108.7307,57.79,52,0,3.6,US,clear sky
649,Jiayuguan,39.8167,98.3,51.71,28,0,4.79,CN,clear sky
650,Yuancheng,36.652,107.7896,54.32,44,100,5.64,CN,overcast clouds
651,Tacuarembo,-31.7333,-55.9833,57.76,81,100,10.69,UY,overcast clouds
652,Yatou,37.15,122.3833,58.84,43,51,16.69,CN,broken clouds
653,Ta Khmau,11.4833,104.95,87.85,70,40,6.91,KH,scattered clouds
654,Barmer,25.75,71.3833,89.22,31,37,10.65,IN,scattered clouds
655,Orje,59.4802,11.6602,49.14,83,17,12.3,NO,few clouds
656,Sayyan,15.1718,44.3244,57.67,30,89,7.38,YE,overcast clouds
657,Obo,5.3998,26.4869,66.76,97,100,3.0,CF,light rain
658,Wanxian,30.8039,108.3897,56.61,93,100,7.47,CN,overcast clouds
659,Hurghada,27.2574,33.8129,78.84,44,0,5.75,EG,clear sky
660,Labuan,5.2767,115.2417,84.56,84,20,2.3,MY,few clouds
661,Kosh-Agach,50.0,88.6667,36.77,63,97,2.24,RU,overcast clouds
662,Betanzos,43.2804,-8.2147,63.52,86,100,5.75,ES,overcast clouds
663,Mascota,20.5167,-104.7833,62.69,96,52,0.76,MX,broken clouds
664,Severodvinsk,64.5635,39.8302,46.51,95,65,6.69,RU,broken clouds
665,Natal,-5.795,-35.2094,79.02,89,75,3.44,BR,broken clouds
666,Veraval,20.9,70.3667,83.23,69,21,13.53,IN,few clouds
667,Nesebar,42.7833,27.7333,47.35,76,99,4.61,BG,overcast clouds
668,Innisfail,-17.5333,146.0333,77.77,81,99,8.55,AU,overcast clouds
669,Omsukchan,62.5333,155.8,15.28,85,100,10.98,RU,overcast clouds
670,Fort Nelson,58.8053,-122.7002,36.99,93,0,3.44,CA,clear sky
671,Yakeshi,49.2833,120.7333,40.05,30,29,11.07,CN,scattered clouds
672,Vogar,63.9832,-22.3874,41.56,87,75,2.3,IS,broken clouds
673,Mildura,-34.2,142.15,73.08,73,40,8.05,AU,scattered clouds
674,Urumqi,43.801,87.6005,58.15,36,0,2.24,CN,clear sky
675,Ciudad Real,39.0,-4.0,60.15,79,0,4.0,ES,clear sky
676,Gazojak,41.1875,61.4036,57.83,20,0,11.1,TM,clear sky
677,Paidha,2.4167,30.9855,60.01,91,73,2.39,UG,broken clouds
678,Ust-Maya,60.4167,134.5333,30.42,56,100,7.49,RU,overcast clouds
679,Toamasina,-18.1667,49.3833,66.2,94,75,3.44,MG,broken clouds
680,Urrao,6.3152,-76.1342,56.98,97,100,1.3,CO,overcast clouds
681,Olafsvik,64.8945,-23.7142,43.92,69,98,10.0,IS,overcast clouds
682,Miri,4.4148,114.0089,86.14,70,40,4.61,MY,scattered clouds
683,Machali,-34.1833,-70.6667,48.94,85,85,0.67,CL,overcast clouds
684,Karuzi,-3.125,30.1333,61.83,74,100,2.21,BI,overcast clouds
685,Alegrete,-29.7831,-55.7919,64.27,97,100,13.8,BR,light rain
